Airline,Verified,Type of Traveller,Class,Seat Comfort,Staff Service,Food & Beverages,Inflight Entertainment,Value For Money,Overall Rating,Recommended,Sentiment,Season,Continent_Route
Air France,True,Couple Leisure,Economy Class,4,1,1,4,1,2,no,Positive,Summer,America to Europe
Air France,True,Couple Leisure,Premium Economy,2,3,5,2,3,4,no,Positive,Summer,Europe to Europe
Air France,True,Business,Business Class,4,5,5,3,1,1,no,Positive,Summer,Europe to America
Air France,True,Couple Leisure,Business Class,4,4,5,3,3,5,no,Positive,Summer,Asia to Europe
Air France,True,Couple Leisure,Economy Class,4,4,3,5,1,1,no,Negative,Summer,Europe to Asia
Air France,True,Solo Leisure,Economy Class,4,1,3,3,1,2,no,Positive,Summer,America to North America
Air France,True,Solo Leisure,Economy Class,1,4,3,4,5,8,yes,Positive,Summer,Europe to America
Air France,False,Solo Leisure,Economy Class,1,5,2,4,5,6,yes,Negative,Summer,North America to Europe
Air France,True,Couple Leisure,Economy Class,2,5,4,4,2,1,no,Positive,Summer,Europe to Europe
Air France,True,Business,Economy Class,3,5,4,2,3,1,no,Negative,Summer,North America to Europe
Air France,True,Solo Leisure,Economy Class,3,4,2,5,1,1,no,Negative,Summer,Europe to Asia
Air France,True,Solo Leisure,Economy Class,1,5,3,5,2,3,no,Positive,Summer,Asia to Europe
Air France,True,Family Leisure,Economy Class,1,4,3,4,3,4,no,Negative,Summer,Europe to America
Air France,True,Couple Leisure,Economy Class,3,3,3,3,5,10,yes,Positive,Spring,Asia to Europe
Air France,True,Couple Leisure,Economy Class,5,4,5,2,2,1,no,Positive,Summer,Asia to Europe
Air France,True,Couple Leisure,Business Class,4,3,3,2,1,2,no,Positive,Summer,Europe to Europe
Air France,True,Solo Leisure,First Class,5,1,1,2,5,10,yes,Positive,Summer,America to Africa
Air France,False,Business,Business Class,1,1,4,3,1,1,no,Negative,Summer,Asia to Europe
Air France,True,Solo Leisure,Economy Class,3,5,2,2,2,2,no,Positive,Summer,Africa to Europe
Air France,True,Family Leisure,Business Class,5,5,3,1,2,1,no,Negative,Summer,Europe to Asia
Air France,True,Business,Business Class,1,4,4,3,1,1,no,Positive,Summer,America to Asia
Air France,True,Couple Leisure,Economy Class,4,3,1,3,1,1,no,Negative,Summer,Asia to America
Air France,True,Family Leisure,Economy Class,4,5,1,5,4,7,yes,Positive,Summer,Asia to Europe
Air France,True,Solo Leisure,Economy Class,4,4,5,1,3,6,yes,Positive,Summer,Europe to Africa
Air France,True,Solo Leisure,Economy Class,1,5,3,5,1,2,no,Positive,Summer,Europe to Asia
Air France,True,Family Leisure,Premium Economy,3,3,3,4,1,1,no,Positive,Summer,Europe to Europe
Air France,True,Solo Leisure,Business Class,4,1,1,5,4,9,yes,Positive,Summer,North America to Europe
Air France,True,Couple Leisure,Business Class,2,5,3,4,5,10,yes,Positive,Spring,Europe to Europe
Air France,False,Business,Economy Class,1,1,4,2,1,1,no,Negative,Summer,Europe to North America
Air France,True,Couple Leisure,Business Class,1,5,3,5,2,5,no,Negative,Spring,North America to Europe
Air France,True,Family Leisure,Economy Class,4,1,5,3,1,1,no,Negative,Spring,Europe to Europe
Air France,True,Business,Business Class,4,5,5,5,2,3,no,Positive,Spring,Europe to Europe
Air France,True,Business,Business Class,4,4,3,5,1,1,no,Positive,Spring,Europe to Africa
Air France,True,Business,Economy Class,1,5,3,1,1,1,no,Negative,Spring,Asia to Europe
Air France,True,Solo Leisure,Economy Class,5,4,5,1,5,9,yes,Positive,Spring,Asia to Europe
Air France,True,Couple Leisure,Economy Class,4,5,4,5,4,7,yes,Positive,Spring,Europe to Asia
Air France,True,Solo Leisure,Economy Class,3,5,4,4,5,7,yes,Positive,Autumn,Europe to Europe
Air France,True,Business,Business Class,1,5,2,5,1,1,no,Negative,Spring,Europe to Asia
Air France,True,Couple Leisure,Economy Class,5,4,2,1,1,1,no,Negative,Spring,Europe to Europe
Air France,True,Business,Business Class,1,4,3,4,3,4,yes,Positive,Spring,Europe to Europe
Air France,True,Couple Leisure,Economy Class,5,4,5,4,1,1,no,Negative,Spring,Europe to America
Air France,True,Family Leisure,Economy Class,3,5,4,3,1,2,no,Positive,Winter,Africa to Asia
Air France,True,Solo Leisure,Economy Class,3,3,1,4,1,1,no,Negative,Spring,Europe to Europe
Air France,True,Solo Leisure,Economy Class,3,4,3,2,1,1,no,Negative,Autumn,Europe to Europe
Air France,True,Solo Leisure,Premium Economy,3,5,1,2,2,7,yes,Positive,Spring,Europe to America
Air France,True,Solo Leisure,Economy Class,4,3,3,5,5,10,yes,Positive,Spring,Europe to Europe
Air France,True,Solo Leisure,Economy Class,4,4,5,3,5,8,yes,Positive,Spring,Europe to Africa
Air France,True,Solo Leisure,Business Class,4,5,4,5,5,9,yes,Positive,Spring,Europe to America
Air France,True,Family Leisure,Economy Class,3,2,4,4,1,1,no,Negative,Spring,Europe to America
Air France,True,Business,Economy Class,4,3,4,2,2,4,no,Negative,Spring,Europe to Europe
Air France,True,Solo Leisure,Business Class,5,2,3,5,4,9,yes,Positive,Spring,Asia to Europe
Air France,True,Business,Premium Economy,4,5,3,3,1,3,no,Negative,Spring,Europe to Europe
Air France,True,Solo Leisure,Business Class,5,3,3,3,4,8,yes,Positive,Spring,Europe to America
Air France,True,Solo Leisure,Economy Class,4,4,3,5,4,7,yes,Positive,Winter,America to Europe
Air France,True,Solo Leisure,Business Class,5,3,3,4,3,8,yes,Positive,Spring,Europe to America
Air France,True,Couple Leisure,Economy Class,3,5,5,5,1,2,no,Negative,Spring,Africa to America
Air France,True,Couple Leisure,Business Class,1,1,1,3,3,6,yes,Positive,Spring,Europe to America
Air France,True,Couple Leisure,Business Class,5,3,5,5,4,8,yes,Positive,Winter,Europe to Africa
Air France,True,Solo Leisure,Premium Economy,3,1,5,4,1,2,no,Negative,Spring,Europe to Europe
Air France,True,Couple Leisure,Economy Class,4,5,1,4,2,2,no,Negative,Winter,Unknown to Unknown
Air France,True,Business,Economy Class,5,2,5,4,1,1,no,Negative,Spring,Europe to Europe
Air France,True,Business,Economy Class,2,4,5,4,4,9,yes,Positive,Spring,Europe to America
Air France,True,Solo Leisure,Economy Class,2,1,4,3,5,9,yes,Positive,Spring,North America to Europe
Air France,True,Business,Economy Class,3,1,3,3,1,1,no,Positive,Spring,Europe to Europe
Air France,True,Couple Leisure,Economy Class,5,5,4,2,5,10,yes,Positive,Winter,Africa to North America
Air France,True,Solo Leisure,Economy Class,3,4,5,3,1,2,no,Negative,Winter,Asia to Europe
Air France,True,Business,Economy Class,3,5,3,4,5,10,yes,Positive,Winter,Europe to Europe
Air France,True,Family Leisure,Business Class,3,3,5,3,4,7,yes,Positive,Winter,Europe to North America
Air France,True,Family Leisure,Business Class,1,3,5,3,5,9,yes,Positive,Winter,Europe to Asia
Air France,True,Solo Leisure,Economy Class,3,2,5,4,4,3,no,Positive,Winter,Europe to America
Air France,True,Family Leisure,Economy Class,4,4,4,2,1,1,no,Negative,Winter,America to Europe
Air France,True,Family Leisure,Business Class,1,3,1,4,5,10,yes,Positive,Spring,Europe to Europe
Air France,True,Business,Business Class,4,4,5,4,1,1,no,Negative,Winter,Europe to Europe
Air France,True,Family Leisure,Economy Class,1,4,1,4,4,9,yes,Positive,Autumn,Europe to Europe
Air France,True,Business,Economy Class,3,5,2,5,2,4,no,Negative,Winter,Europe to Asia
Air France,True,Solo Leisure,Business Class,1,3,1,2,3,9,yes,Positive,Winter,Europe to America
Air France,True,Solo Leisure,Business Class,1,4,5,2,4,8,yes,Positive,Winter,Europe to Europe
Air France,True,Couple Leisure,Business Class,5,5,1,5,4,8,yes,Positive,Winter,Europe to Europe
Air France,True,Solo Leisure,Economy Class,3,3,2,4,5,10,yes,Positive,Winter,South America to Europe
Air France,True,Couple Leisure,Business Class,4,1,3,3,5,10,yes,Positive,Winter,Europe to Europe
Air France,True,Family Leisure,Economy Class,1,5,1,5,5,10,yes,Positive,Winter,Europe to America
Air France,True,Family Leisure,Economy Class,1,5,5,5,5,9,yes,Positive,Winter,Europe to Europe
Air France,True,Couple Leisure,Economy Class,1,1,5,4,3,9,yes,Positive,Winter,Europe to America
Air France,True,Couple Leisure,Business Class,3,5,4,3,1,3,no,Positive,Winter,Europe to America
Air France,True,Solo Leisure,Economy Class,3,5,3,1,5,9,yes,Positive,Autumn,Europe to Europe
Air France,True,Solo Leisure,Economy Class,3,5,5,5,5,10,yes,Positive,Autumn,Europe to Africa
Air France,True,Solo Leisure,Business Class,4,2,3,3,5,10,yes,Positive,Winter,Europe to Asia
Air France,True,Family Leisure,Economy Class,4,3,4,5,1,3,no,Negative,Winter,Africa to Europe
Air France,True,Couple Leisure,Business Class,3,1,4,3,1,4,no,Negative,Winter,Europe to Europe
Air France,True,Solo Leisure,First Class,3,5,5,3,5,10,yes,Positive,Winter,Europe to Europe
Air France,True,Couple Leisure,Economy Class,3,3,3,5,3,6,yes,Positive,Winter,Asia to Europe
Air France,True,Business,Economy Class,3,5,4,4,5,10,yes,Positive,Autumn,Africa to North America
Air France,True,Solo Leisure,Economy Class,1,5,2,4,5,10,yes,Positive,Winter,Oceania to Europe
Air France,True,Solo Leisure,Economy Class,5,2,3,3,3,3,no,Positive,Autumn,Europe to America
Air France,True,Business,Economy Class,3,4,2,5,3,5,yes,Positive,Winter,Europe to Europe
Air France,True,Solo Leisure,Economy Class,2,5,2,3,1,2,no,Positive,Summer,Europe to Europe
Air France,True,Solo Leisure,Economy Class,4,3,1,3,5,10,yes,Positive,Autumn,Europe to Africa
Air France,True,Business,Economy Class,3,5,5,4,1,2,no,Positive,Winter,Europe to Asia
Air France,True,Solo Leisure,Economy Class,4,5,3,4,4,8,yes,Positive,Spring,Europe to Europe
Air France,True,Family Leisure,Economy Class,3,5,3,3,3,1,no,Negative,Winter,America to Europe
Air France,True,Solo Leisure,Economy Class,2,1,5,4,1,1,no,Positive,Autumn,Europe to Europe
Air France,True,Family Leisure,Economy Class,1,5,3,4,1,2,no,Positive,Winter,Europe to America
Air France,True,Solo Leisure,Economy Class,5,4,2,4,1,1,no,Negative,Autumn,Europe to Europe
Air France,True,Couple Leisure,Economy Class,3,4,3,4,2,2,no,Negative,Winter,Europe to North America
Air France,True,Family Leisure,Economy Class,3,3,5,3,1,1,no,Negative,Autumn,Europe to Asia
Air France,True,Family Leisure,Economy Class,3,3,4,4,4,7,yes,Positive,Summer,Europe to Europe
Air France,True,Couple Leisure,Economy Class,2,1,5,4,1,1,no,Negative,Autumn,Europe to Europe
Air France,False,Solo Leisure,Business Class,2,5,3,4,4,1,no,Negative,Autumn,Europe to America
Air France,False,Couple Leisure,Economy Class,5,3,4,5,1,1,no,Positive,Autumn,Europe to Asia
Air France,True,Business,Economy Class,3,5,2,3,1,1,no,Negative,Autumn,Europe to Europe
Air France,False,Solo Leisure,Economy Class,4,5,1,3,5,10,yes,Positive,Autumn,Europe to Europe
Air France,False,Couple Leisure,Economy Class,3,1,1,4,5,9,yes,Positive,Spring,Europe to Africa
Air France,True,Business,Economy Class,3,4,5,5,5,10,yes,Positive,Autumn,Asia to Europe
Air France,True,Solo Leisure,Economy Class,2,1,4,4,1,1,no,Negative,Autumn,America to Europe
Air France,True,Business,Business Class,3,3,4,1,3,6,no,Positive,Autumn,Europe to Europe
Air France,False,Business,Premium Economy,5,5,2,3,1,1,no,Negative,Autumn,Europe to Europe
Air France,False,Family Leisure,Economy Class,3,5,1,1,5,8,yes,Positive,Autumn,Europe to Europe
Air France,False,Solo Leisure,Economy Class,3,5,1,5,1,1,no,Negative,Autumn,Europe to Europe
Air France,False,Business,Economy Class,1,4,4,4,2,8,yes,Positive,Autumn,Europe to America
Air France,True,Business,Premium Economy,2,4,2,3,3,8,yes,Positive,Autumn,Europe to America
Air France,True,Business,Premium Economy,3,1,4,2,3,8,yes,Positive,Autumn,Europe to North America
Air France,False,Solo Leisure,Economy Class,4,4,5,2,2,5,no,Positive,Autumn,America to Europe
Air France,False,Business,Economy Class,4,3,5,2,1,1,no,Negative,Autumn,Europe to Europe
Air France,True,Solo Leisure,Business Class,5,4,5,1,5,8,yes,Positive,Autumn,Europe to America
Air France,True,Business,Economy Class,3,3,3,3,1,2,no,Negative,Autumn,Europe to Europe
Air France,True,Couple Leisure,Economy Class,4,5,4,2,1,1,no,Negative,Autumn,Asia to North America
Air France,True,Solo Leisure,Economy Class,2,5,4,4,5,10,yes,Positive,Autumn,Europe to Asia
Air France,True,Solo Leisure,Business Class,3,1,3,2,3,7,yes,Positive,Autumn,Europe to Europe
Air France,True,Business,Economy Class,5,5,4,1,1,1,no,Negative,Autumn,Africa to Europe
Air France,True,Solo Leisure,Economy Class,4,5,2,3,5,10,yes,Positive,Summer,Africa to Europe
Air France,False,Solo Leisure,Economy Class,5,1,5,3,3,5,yes,Positive,Autumn,Europe to Europe
Air France,False,Family Leisure,Economy Class,3,4,1,3,3,3,no,Positive,Autumn,Europe to Asia
Air France,True,Solo Leisure,Economy Class,4,5,3,3,2,2,no,Positive,Autumn,Europe to Europe
Air France,False,Business,Economy Class,1,5,3,5,1,3,no,Positive,Autumn,Europe to Europe
Air France,True,Solo Leisure,Economy Class,4,4,2,1,1,1,no,Negative,Autumn,Europe to Europe
Air France,False,Solo Leisure,Economy Class,4,5,3,4,5,10,yes,Positive,Autumn,Europe to Africa
Air France,True,Couple Leisure,Economy Class,1,1,4,4,1,1,no,Negative,Autumn,America to Europe
Air France,True,Solo Leisure,Economy Class,3,5,4,4,4,8,yes,Positive,Autumn,Unknown to Europe
Air France,False,Couple Leisure,Premium Economy,4,4,2,3,1,1,no,Positive,Autumn,Europe to Europe
Air France,False,Couple Leisure,Premium Economy,5,4,2,4,2,2,no,Negative,Autumn,Europe to Europe
Air France,False,Solo Leisure,Economy Class,3,4,3,3,3,6,yes,Positive,Summer,Europe to Africa
Air France,True,Business,Economy Class,5,1,2,3,5,10,yes,Positive,Summer,Europe to Europe
Air France,True,Couple Leisure,Economy Class,4,5,3,4,1,1,no,Negative,Autumn,Europe to America
Air France,True,Business,Premium Economy,1,1,1,2,5,10,yes,Positive,Autumn,Europe to America
Air France,True,Couple Leisure,Economy Class,3,3,5,1,5,10,yes,Positive,Autumn,Europe to North America
Air France,False,Family Leisure,Economy Class,5,4,3,4,1,1,no,Positive,Autumn,Europe to Europe
Air France,True,Business,Business Class,4,5,3,4,2,3,no,Positive,Summer,Europe to Europe
Air France,True,Couple Leisure,Premium Economy,3,2,2,2,2,6,no,Negative,Summer,Asia to Europe
Air France,True,Solo Leisure,Economy Class,4,3,1,1,5,10,yes,Positive,Summer,Europe to Europe
Air France,False,Solo Leisure,Economy Class,5,5,4,1,4,7,yes,Positive,Summer,North America to Europe
Air France,False,Couple Leisure,Economy Class,1,1,5,0,1,1,no,Negative,Summer,Europe to Europe
Air France,True,Couple Leisure,Economy Class,5,5,5,2,5,5,yes,Positive,Summer,Europe to Europe
Air France,False,Business,Economy Class,4,5,2,3,2,3,no,Negative,Summer,Europe to America
Air France,False,Couple Leisure,Economy Class,3,5,3,5,5,9,yes,Positive,Summer,Europe to Europe
Air France,False,Solo Leisure,Economy Class,3,3,1,1,3,7,yes,Positive,Summer,North America to Europe
Air France,True,Solo Leisure,Business Class,1,5,5,1,4,9,yes,Positive,Summer,Africa to Europe
Air France,True,Family Leisure,Economy Class,5,4,5,1,1,1,no,Positive,Summer,Europe to Europe
Air France,False,Business,First Class,1,5,4,2,5,9,yes,Positive,Summer,Europe to America
Air France,False,Couple Leisure,Economy Class,1,4,3,1,3,4,no,Negative,Summer,Europe to Europe
Air France,True,Business,Economy Class,1,1,5,3,5,8,yes,Positive,Spring,Europe to Europe
Air France,False,Business,Economy Class,4,4,5,1,2,3,no,Positive,Summer,Europe to Europe
Air France,False,Solo Leisure,Economy Class,1,4,1,5,3,7,yes,Positive,Summer,Europe to Asia
Air France,True,Solo Leisure,Economy Class,2,4,2,4,5,10,yes,Positive,Summer,Europe to America
Air France,False,Solo Leisure,Economy Class,5,2,3,5,4,10,yes,Positive,Summer,Europe to Asia
Air France,True,Solo Leisure,First Class,2,3,4,4,4,9,yes,Positive,Summer,Europe to Europe
Air France,True,Business,Premium Economy,5,1,4,4,4,9,yes,Positive,Spring,Europe to Asia
Air France,True,Solo Leisure,Economy Class,5,1,4,4,4,8,yes,Positive,Summer,America to Europe
Air France,False,Family Leisure,Economy Class,4,1,1,1,1,1,no,Negative,Summer,Europe to Asia
Air France,True,Solo Leisure,Economy Class,2,5,5,3,4,8,yes,Positive,Winter,Asia to Africa
Air France,False,Family Leisure,Economy Class,5,3,5,1,2,3,no,Negative,Summer,Europe to Europe
Air France,True,Business,Economy Class,4,4,1,3,3,7,yes,Positive,Summer,Europe to Europe
Air France,False,Solo Leisure,Economy Class,4,4,5,1,4,8,yes,Positive,Summer,Europe to America
Air France,False,Business,Economy Class,5,1,5,1,5,9,yes,Positive,Summer,America to Europe
Air France,False,Business,Economy Class,3,2,2,4,5,10,yes,Positive,Spring,Asia to Europe
Air France,False,Family Leisure,Economy Class,2,3,4,5,2,3,no,Negative,Summer,Africa to Europe
Air France,True,Couple Leisure,Economy Class,3,5,5,1,5,10,yes,Positive,Summer,Europe to Europe
Air France,True,Solo Leisure,Economy Class,3,3,1,1,5,10,yes,Positive,Spring,America to Europe
Air France,False,Business,Economy Class,2,5,1,1,1,1,no,Positive,Summer,Europe to America
Air France,True,Couple Leisure,Business Class,1,1,4,1,4,8,yes,Positive,Summer,America to Europe
Air France,False,Couple Leisure,Business Class,1,5,1,4,4,9,yes,Positive,Summer,Europe to America
Air France,True,Couple Leisure,Premium Economy,4,1,1,5,4,9,yes,Positive,Summer,America to Europe
Air France,True,Couple Leisure,Business Class,2,1,1,5,4,8,yes,Positive,Summer,Asia to Europe
Air France,True,Solo Leisure,Economy Class,5,2,4,3,5,9,yes,Positive,Spring,Europe to America
Air France,True,Couple Leisure,Economy Class,2,5,4,4,3,3,no,Negative,Spring,Europe to Europe
Air France,False,Couple Leisure,First Class,4,3,1,3,5,10,yes,Positive,Summer,Europe to America
Air France,False,Couple Leisure,Economy Class,3,5,2,4,4,9,yes,Positive,Spring,North America to Asia
Air France,False,Couple Leisure,Economy Class,1,4,5,5,5,8,yes,Positive,Spring,Asia to Europe
Air France,False,Solo Leisure,Economy Class,3,1,3,1,4,8,yes,Positive,Spring,Europe to Asia
Air France,False,Solo Leisure,Economy Class,4,2,1,4,1,1,no,Negative,Spring,Europe to America
Air France,True,Couple Leisure,Business Class,5,3,4,4,2,9,yes,Positive,Spring,Asia to Europe
Air France,False,Couple Leisure,Premium Economy,4,1,4,2,1,2,no,Negative,Spring,Europe to Europe
Air France,True,Family Leisure,Economy Class,5,4,5,4,2,2,no,Negative,Spring,Europe to Europe
Air France,True,Couple Leisure,Economy Class,1,5,3,3,2,3,no,Positive,Spring,Europe to Asia
Air France,True,Business,Economy Class,4,5,4,5,3,9,yes,Positive,Spring,Europe to Europe
Air France,False,Couple Leisure,Economy Class,3,5,4,4,1,2,no,Negative,Spring,Europe to Europe
Air France,True,Couple Leisure,Economy Class,1,2,4,4,3,5,no,Positive,Spring,Europe to North America
Air France,True,Solo Leisure,Economy Class,3,2,5,1,5,9,no,Positive,Spring,North America to Europe
Air France,True,Family Leisure,Economy Class,4,4,3,3,1,1,no,Negative,Winter,Europe to Asia
Air France,False,Solo Leisure,Business Class,3,4,5,1,5,8,yes,Positive,Spring,Europe to North America
Air France,False,Solo Leisure,Business Class,4,5,1,3,5,9,yes,Positive,Spring,Europe to Europe
Air France,False,Family Leisure,Economy Class,3,4,5,4,1,2,no,Negative,Autumn,Europe to Europe
Air France,True,Solo Leisure,Economy Class,3,1,1,1,5,10,yes,Positive,Winter,Asia to Europe
Air France,False,Solo Leisure,Economy Class,3,1,1,4,3,8,yes,Positive,Winter,Europe to Europe
Air France,False,Business,Business Class,3,4,2,1,4,9,yes,Positive,Winter,Europe to America
Air France,False,Solo Leisure,Business Class,4,3,3,1,4,7,yes,Positive,Winter,Europe to Africa
Air France,False,Couple Leisure,Economy Class,4,2,5,4,1,1,no,Negative,Winter,America to Europe
Air France,False,Solo Leisure,Economy Class,4,5,5,5,3,6,yes,Positive,Winter,Asia to Europe
Air France,True,Solo Leisure,Premium Economy,3,4,5,1,4,10,yes,Positive,Winter,Europe to America
Air France,False,Couple Leisure,Premium Economy,3,3,2,1,4,8,yes,Positive,Autumn,Asia to Europe
Air France,False,Business,First Class,1,2,3,2,1,2,no,Positive,Winter,North America to Europe
Air France,True,Couple Leisure,Economy Class,3,3,5,1,1,2,no,Negative,Winter,South America to Europe
Air France,True,Couple Leisure,Economy Class,2,3,3,3,2,4,no,Negative,Winter,Europe to Asia
Air France,False,Business,Business Class,3,5,4,4,1,2,no,Positive,Winter,Europe to North America
Air France,False,Solo Leisure,Economy Class,3,1,3,4,1,1,no,Negative,Winter,Europe to America
Air France,True,Family Leisure,Economy Class,4,5,5,5,5,10,yes,Positive,Winter,Europe to Europe
Air France,True,Couple Leisure,Economy Class,2,3,2,3,1,1,no,Positive,Winter,America to America
Air France,True,Couple Leisure,Premium Economy,2,2,4,3,3,7,no,Positive,Autumn,Asia to Europe
Air France,False,Couple Leisure,Economy Class,2,1,4,1,4,8,yes,Positive,Winter,Europe to America
Air France,False,Couple Leisure,Economy Class,1,3,5,4,2,2,no,Positive,Winter,Europe to Asia
Air France,True,Couple Leisure,Economy Class,3,2,2,4,4,6,no,Positive,Autumn,Europe to Asia
Air France,True,Couple Leisure,Economy Class,1,5,3,1,3,5,yes,Positive,Winter,Europe to Asia
Air France,True,Solo Leisure,First Class,4,5,4,2,5,10,yes,Positive,Winter,Europe to Europe
Air France,False,Business,Business Class,2,2,5,3,4,10,yes,Positive,Winter,Europe to America
Air France,True,Couple Leisure,Economy Class,3,1,3,4,1,2,no,Negative,Autumn,Europe to Europe
Air France,True,Couple Leisure,Economy Class,3,5,5,4,3,8,yes,Positive,Winter,Europe to North America
Air France,True,Business,Premium Economy,4,5,4,4,1,1,no,Positive,Autumn,North America to Europe
Air France,False,Solo Leisure,Business Class,1,5,4,5,1,1,no,Negative,Autumn,Asia to Europe
Air France,True,Solo Leisure,Economy Class,4,5,5,5,4,9,yes,Positive,Autumn,America to Europe
Air France,False,Family Leisure,Economy Class,3,4,5,1,4,7,yes,Positive,Autumn,North America to Europe
Air France,True,Couple Leisure,Economy Class,4,1,4,1,5,9,yes,Positive,Autumn,America to Europe
Air France,True,Couple Leisure,Economy Class,3,4,5,5,3,7,yes,Positive,Autumn,Europe to Europe
Air France,True,Business,Premium Economy,4,5,4,1,4,7,yes,Positive,Autumn,Europe to America
Air France,False,Couple Leisure,Economy Class,4,3,3,2,3,1,no,Negative,Autumn,Europe to Asia
Air France,True,Couple Leisure,Economy Class,4,4,4,5,4,4,no,Positive,Summer,Europe to America
Air France,False,Business,Economy Class,3,5,3,2,4,7,yes,Positive,Autumn,North America to Europe
Air France,True,Couple Leisure,Economy Class,4,5,3,3,5,9,yes,Positive,Autumn,Europe to North America
Air France,True,Business,Economy Class,3,1,2,3,3,7,yes,Positive,Autumn,America to Europe
Air France,False,Couple Leisure,Premium Economy,2,5,4,5,3,4,no,Positive,Autumn,Europe to Europe
Air France,True,Solo Leisure,Business Class,5,2,3,3,3,7,yes,Positive,Summer,Asia to Europe
Air France,True,Family Leisure,Economy Class,4,5,5,1,4,8,yes,Positive,Autumn,Europe to America
Air France,False,Solo Leisure,Economy Class,3,1,3,4,5,9,yes,Positive,Summer,Europe to North America
Air France,False,Couple Leisure,Premium Economy,5,3,5,4,2,3,yes,Positive,Autumn,Europe to Europe
Air France,False,Business,Business Class,5,3,5,4,2,1,no,Positive,Summer,North America to Asia
Air France,True,Solo Leisure,Economy Class,5,5,5,1,4,8,yes,Positive,Autumn,Europe to Africa
Air France,False,Solo Leisure,Economy Class,5,3,4,3,4,8,yes,Positive,Autumn,Europe to Africa
Air France,True,Solo Leisure,Economy Class,5,1,4,3,3,5,no,Negative,Summer,Asia to Europe
Air France,False,Couple Leisure,Business Class,4,1,5,2,3,5,no,Positive,Summer,Europe to Africa
Air France,True,Business,Economy Class,4,4,3,3,4,9,yes,Positive,Summer,Europe to North America
Air France,False,Couple Leisure,Economy Class,3,3,3,4,2,2,no,Negative,Summer,North America to America
Air France,False,Family Leisure,First Class,2,5,4,1,1,1,no,Negative,Summer,America to Europe
Air France,True,Solo Leisure,Economy Class,2,4,4,2,2,4,no,Negative,Summer,Asia to Europe
Air France,False,Couple Leisure,Economy Class,3,4,4,2,3,4,no,Negative,Summer,Europe to Asia
Air France,True,Business,Business Class,4,5,2,2,5,9,yes,Positive,Summer,North America to Europe
Air France,False,Solo Leisure,Business Class,4,5,4,3,5,10,yes,Positive,Summer,North America to Europe
Air France,True,Couple Leisure,Premium Economy,1,1,4,3,1,2,no,Negative,Spring,Europe to North America
Air France,False,Solo Leisure,Business Class,5,5,4,1,4,3,no,Negative,Summer,Europe to Europe
Air France,False,Solo Leisure,Economy Class,2,1,2,1,5,10,yes,Positive,Summer,Europe to North America
Air France,True,Business,Economy Class,3,1,4,1,5,7,yes,Positive,Summer,Europe to North America
Air France,False,Couple Leisure,Business Class,5,5,5,2,5,9,yes,Positive,Spring,Asia to Europe
Air France,True,Solo Leisure,Business Class,4,3,4,4,4,8,yes,Positive,Spring,America to Europe
Air France,False,Solo Leisure,Business Class,4,4,4,1,3,6,no,Positive,Spring,Europe to America
Air France,False,Couple Leisure,Business Class,5,4,4,3,3,6,yes,Positive,Spring,Europe to Asia
Air France,False,Couple Leisure,Economy Class,3,4,5,5,3,5,no,Positive,Summer,America to Europe
Air France,True,Couple Leisure,First Class,5,5,5,1,4,10,yes,Positive,Summer,Europe to Asia
Air France,True,Couple Leisure,First Class,5,5,4,4,2,4,yes,Positive,Summer,North America to Europe
Air France,False,Business,Business Class,2,1,5,1,5,10,yes,Positive,Spring,Europe to Asia
Air France,False,Solo Leisure,Premium Economy,2,4,1,4,1,1,no,Negative,Spring,Europe to Europe
Air France,True,Business,Economy Class,2,4,5,5,5,10,yes,Positive,Spring,Europe to America
Air France,True,Couple Leisure,Premium Economy,2,5,1,5,4,4,no,Positive,Spring,Asia to Europe
Air France,False,Solo Leisure,Economy Class,4,4,3,2,2,4,no,Negative,Spring,Europe to America
Air France,True,Business,Economy Class,4,5,4,4,1,1,no,Negative,Spring,Europe to Europe
Air France,False,Solo Leisure,Economy Class,1,5,5,1,4,7,yes,Neutral,Autumn,Africa to Europe
Air France,True,Business,Economy Class,1,3,3,2,1,1,no,Negative,Spring,Asia to Europe
Air France,False,Business,Economy Class,4,5,1,1,2,2,no,Negative,Spring,America to Europe
Air France,True,Family Leisure,Economy Class,3,4,5,1,3,2,no,Negative,Spring,Europe to Europe
Air France,False,Family Leisure,Economy Class,4,5,3,2,3,4,no,Positive,Spring,Europe to Asia
Air France,False,Solo Leisure,Economy Class,1,5,4,2,1,1,no,Positive,Spring,Asia to Europe
Air France,False,Solo Leisure,Business Class,5,1,5,3,2,2,no,Negative,Spring,Asia to Europe
Air France,False,Family Leisure,Economy Class,2,5,3,2,3,6,yes,Positive,Spring,Europe to Africa
Air France,False,Business,Business Class,5,5,1,4,2,4,no,Negative,Spring,America to Europe
Air France,True,Solo Leisure,Premium Economy,4,3,1,5,3,9,yes,Positive,Winter,South America to Europe
Cathay Pacific Airways,False,Business,Business Class,4,4,3,4,2,3,no,Negative,Winter,Europe to Oceania
Cathay Pacific Airways,True,Business,Business Class,3,4,2,2,1,1,no,Positive,Winter,Asia to Asia
Cathay Pacific Airways,True,Solo Leisure,Economy Class,3,5,2,5,5,10,yes,Positive,Winter,Asia to Asia
Cathay Pacific Airways,True,Couple Leisure,Economy Class,5,5,5,5,4,8,yes,Positive,Autumn,Asia to Oceania
